,x,y,yaw,yawrate
0,0.0,0.0,0.0,0.0
1,6.04998972013209e-08,0.09609609609606183,0.00010821632443254066,0.009018027036045054
2,4.839991776087173e-07,0.19219219219109515,0.0004328652977301626,0.02705408110813516
3,1.6334972244023671e-06,0.28828828827995817,0.0009739469198928659,0.045090135180225276
4,3.87199342063295e-06,0.3843843843492813,0.0017314611909206505,0.06312618925231538
5,7.562487148962681e-06,0.48048048037335406,0.0027054081108135166,0.08116224332440551
6,1.3067977791173204e-05,0.5765765763100121,0.0038957876795714637,0.09919829739649559
7,2.075146472736276e-05,0.6726726720965217,0.005302599897194491,0.11723435146858563
8,3.097594733475485e-05,0.7687687676454682,0.006925844763682602,0.13527040554067588
9,4.410442498604075e-05,0.8648648628406407,0.008765522279035794,0.153306459612766
10,6.049989704717804e-05,0.9609609575329198,0.010821632443254067,0.17134251368485603
11,8.052536287456778e-05,1.0570570515361624,0.013094175256337418,0.18937856775694595
12,0.00010454382181153217,1.1531531446230898,0.015583150718285855,0.20741462182903642
13,0.00013291827318401552,1.2492492365211718,0.01828855882909937,0.22545067590112616
14,0.00016601171629543028,1.3453453269085165,0.021210399588777965,0.24348672997321635
15,0.00020418715042057114,1.4414414154097535,0.024348672997321644,0.26152278404530654
16,0.0002478075747985184,1.5375375015919202,0.027703379054730408,0.279558838117397
17,0.0002972359886244546,1.6336335849603507,0.031274517761004254,0.2975948921894872
18,0.000352835391040314,1.7297296649545604,0.035062089116143176,0.3156309462615768
19,0.0004149687811241918,1.825825740944133,0.03906609312014717,0.3336670003336664
20,0.0004839991578784295,1.9219218122246053,0.043286529773016266,0.3517030544057578
21,0.0005602895202163025,2.0180178780133553,0.047723399074750414,0.36973910847784563
22,0.0006442028669472349,2.1141139374454903,0.05237670102534967,0.3877751625499381
23,0.0007361021967604529,2.2102099895697283,0.057246435624814,0.4058112166220272
24,0.0008363505082070152,2.3063060333442866,0.06233260287314342,0.4238472706941185
25,0.000945310799680129,2.4024020676327713,0.06763520277033791,0.4418833247662075
26,0.0010633460693936787,2.49849809120006,0.07315423531639748,0.45991937883829714
27,0.001190819315358893,2.594594102708188,0.07888970051132214,0.47795543291038906
28,0.0013280935353590663,2.690690100712238,0.08484159835511186,0.49599148698247636
29,0.0014755317269222637,2.786786083656222,0.09100992884776668,0.5140275410545683
30,0.0016334968872919239,2.8828820498689725,0.09739469198928657,0.5320635951266579
31,0.0018023520133952906,2.9789779975600252,0.10399588777967156,0.5500996491987487
32,0.001982460101809588,3.0750739248155066,0.11081351621892163,0.5681357032708394
33,0.0021741841487258684,3.1711698295940223,0.11784757730703678,0.586171757342929
34,0.0023778871499104434,3.2672657097225377,0.12509807104401702,0.6042078114150198
35,0.002593932100663843,3.3633615628922735,0.1325649974298623,0.6222438654871071
36,0.0028226819957771973,3.4594573866545844,0.1402483564645727,0.6402799195592002
37,0.0030644998294859817,3.5555531784168473,0.14814814814814817,0.6583159736312886
38,0.003319748595421047,3.65164893543835,0.1562643724805887,0.6763520277033771
39,0.0035887912865568434,3.747744654826178,0.16459702946189433,0.6943880817754702
40,0.003871990895156778,3.843840333531097,0.17314611909206507,0.7124241358475609
41,0.004169710412715612,3.9399359683434425,0.18191164137110083,0.730460189919647
42,0.0044823128298988385,4.036031555889006,0.19089359629900166,0.7484962439917355
43,0.004810161136478951,4.132127092624924,0.20009198387576768,0.7665322980638355
44,0.005153618321268498,4.228222574835557,0.20950680410139869,0.784568352135917
45,0.005513047372049932,4.324317998628383,0.21913805697589483,0.8026044062080124
46,0.005888811275502055,4.420413359929882,0.228985742499256,0.8206404602800962
47,0.006281273017123097,4.516508654481429,0.23904986067148234,0.8386765143521963
48,0.006690795581150258,4.612603877835164,0.24933041149257368,0.8567125684242778
49,0.007117741950475701,4.708699025349896,0.25982739496253004,0.8747486224963639
50,0.007562475106558901,4.8047940921869845,0.27054081108135164,0.8927846765684662
51,0.008025358029335218,4.900889073306219,0.2814706598490382,0.9108207306405454
52,0.008506753697120721,4.996983963461718,0.2926169412655899,0.9288567847126431
53,0.009007025086513094,5.093078757197806,0.3039796553310067,0.9468928387847315
54,0.009526535172288592,5.189173448844907,0.3155588020452886,0.9649288928568246
55,0.010065646927294928,5.2852680325154235,0.3273543814084355,0.9829649469289085
56,0.010624723322340117,5.381362502099635,0.33936639342044744,1.0010010010009969
57,0.01120412732607703,5.477456851261578,0.3515948380813246,1.0190370550730947
58,0.011804221904883708,5.573551073434929,0.3640397153910667,1.0370731091451784
59,0.012425370022739409,5.669645161818903,0.37670102534967403,1.0551091632172762
60,0.013067934641096063,5.765739109374129,0.3895787679571463,1.0731452172893554
61,0.013732278718745392,5.861832908818551,0.4026729432134838,1.0911812713614577
62,0.014418765211681304,5.957926552623294,0.41598355111868623,1.109217325433537
63,0.015127757072957755,6.054020033008579,0.4295105916727539,1.1272533795056392
64,0.015859617252541706,6.15011334193959,0.4432540648756865,1.1452894335777184
65,0.01661470869716148,6.246206471122365,0.4572139707274842,1.163325487649807
66,0.017393394350150037,6.342299411999695,0.4713903092281471,1.1813615417219092
67,0.01819603715128334,6.438392155746994,0.4857830803776749,1.1993975957939838
68,0.019023000036613728,6.534484693268205,0.5003922841760681,1.2174336498660954
69,0.01987464593829807,6.630577015191674,0.515217920623326,1.2354697039381652
70,0.020751337784420794,6.726669111866051,0.5302599897194492,1.253505758010263
71,0.021653438498811576,6.82276097335616,0.5455184914644374,1.2715418120823514
