"","maxyr","frame","x","z","YawRate_seconds"
"1",20,1,0,0.457943517714739,0.0350000016624108
"2",20,2,3.91519861935308e-07,0.473827319070697,0.0350000016624108
"3",20,3,4.93578116902427e-06,0.600014327168465,0.0350000016624108
"4",20,4,1.101870839193e-05,0.732765261381864,0.0350000016624108
"5",20,5,1.84821606831065e-05,0.866151268929243,0.0350000016624108
"6",20,6,2.73106147460567e-05,0.999634044319391,0.0350000016624108
"7",20,7,3.74982302719218e-05,1.13310520365834,0.0350000016624108
"8",20,8,4.90272010574699e-05,1.26634931564331,0.0350000016624108
"9",20,9,6.18964875775418e-05,1.39945102244616,0.0350000016624108
"10",20,10,7.61262314790656e-05,1.53261227786541,0.0350000016624108
"11",20,11,9.17271477010217e-05,1.66592047184706,0.0350000016624108
"12",20,12,0.000108693279598811,1.79929500132799,0.0350000016624108
"13",20,13,0.000127019077845034,1.9326808437705,0.0350000016624108
"14",20,14,0.000146701190278691,2.06604561448097,0.0350000016624108
"15",20,15,0.000167759678297443,2.19952996522188,0.0350000016624108
"16",20,16,0.00019014072335267,2.33278861939907,0.0350000016624108
"17",20,17,0.000213891585408419,2.46612486481667,0.0350000016624108
"18",20,18,0.000239000573419617,2.59946356117725,0.0350000016624108
"19",20,19,0.000265467450299184,2.73280543863773,0.0350000016624108
"20",20,20,0.000293287071617669,2.86612209916115,0.0350000016624108
"21",20,21,0.000322496797816711,2.99959095418453,0.0350000016624108
"22",20,22,0.00035304097145854,3.13294680476189,0.0350000016624108
"23",20,23,0.000384922941593686,3.26621824085712,0.0350000016624108
"24",20,24,0.0004181728430558,3.39953740894794,0.0350000016624108
"25",20,25,0.000452792960204533,3.53290591418743,0.0350000016624108
"26",20,26,0.000488743935129605,3.66617231547833,0.0350000016624108
"27",20,27,0.000526077423928655,3.79953394889832,0.0350000016624108
"28",20,28,0.000564775869424921,3.93291835546494,0.0350000016624108
"29",20,29,0.000604815594851971,4.06624537825584,0.0350000016624108
"30",20,30,0.0006462259516411,4.1996157425642,0.0350000016624108
"31",20,31,0.00068898193363566,4.33294620513916,0.0350000016624108
"32",20,32,0.000733101853111293,4.46629729270935,0.0348250016337261
"33",20,33,0.000778562672494445,4.59961817026138,0.0346500016050413
"34",20,34,0.000825371436658315,4.73295222640038,0.0345625017536804
"35",20,35,0.000873624267551349,4.86657551527023,0.0344750015763566
"36",20,36,0.000923018646426499,4.99965854406357,-0.035350001740153
"37",20,37,0.000971288084110711,5.13338833332062,-0.0702625033984077
"38",20,38,0.00101656174098025,5.2663831281662,-0.0701750032210839
"39",20,39,0.00105924033152405,5.39973284721375,-0.0701750032210839
"40",20,40,0.00109919428738067,5.5330769610405,-0.0701750032210839
"41",20,41,0.00113650237806723,5.66670031189919,-0.105087500814989
"42",20,42,0.00116960460683913,5.79982725262642,-0.105087500814989
"43",20,43,0.00119865519576706,5.93305097222328,-0.105087500814989
"44",20,44,0.0012236588288215,6.06638939142227,-0.105087500814989
"45",20,45,0.00124458378588315,6.19974557042122,-0.105087500814989
"46",20,46,0.00126143595814938,6.33306083321571,-0.105087500814989
"47",20,47,0.00127420828081085,6.46637517929077,-0.105087500814989
"48",20,48,0.001282907705463,6.59970881819725,-0.105087500814989
"49",20,49,0.0012875305399939,6.73303387880325,-0.10517500066635
"50",20,50,0.00128807360801147,6.8663419175148,-0.105087500814989
"51",20,51,0.00128453643730609,6.99969912528992,-0.105000000637665
"52",20,52,0.0012769393734925,7.13301957964897,-0.105000000637665
"53",20,53,0.00126526601197838,7.26632621407509,-0.105000000637665
"54",20,54,0.00124951623052766,7.39967545032501,-0.105087500814989
"55",20,55,0.00122969868680229,7.53296601772308,-0.105262500843673
"56",20,56,0.00120578925496375,7.6663243663311,-0.105612500901043
"57",20,57,0.00117778668027313,7.79965564131737,-0.105875000781088
"58",20,58,0.00114568273354052,7.93295109272003,-0.106137500742625
"59",20,59,0.00110945706976054,8.06630532264709,-0.106487500759249
"60",20,60,0.00106908426358132,8.19968673706055,-0.106662500757375
"61",20,61,0.00102460397836694,8.33299461126328,-0.106662500757375
"62",20,62,0.000975957704649773,8.46637327194214,-0.106662500757375
"63",20,63,0.000923192723857937,8.59970327854156,-0.106662500757375
"64",20,64,0.000866292326536495,8.7330152964592,-0.106225000848644
"65",20,65,0.000805285622409428,8.86631939172745,-0.106050000962568
"66",20,66,0.000740109867128922,8.9997064447403,-0.105700001057994
"67",20,67,0.000670905363876955,9.13300328493118,-0.105175000951567
