1.000000000000000000e+00,1.500000000000000000e+00,1.042800000000000793e+01
1.000000000000000000e+00,5.000000000000000000e+00,7.900000000000044764e+00
1.000000000000000000e+00,8.000000000000000000e+00,6.928000000000121616e+00
1.000000000000000000e+00,1.100000000000000000e+01,5.296000000000173458e+00
2.000000000000000000e+00,1.500000000000000000e+00,5.315999999999901249e+00
2.000000000000000000e+00,5.000000000000000000e+00,5.583999999999956998e+00
2.000000000000000000e+00,8.000000000000000000e+00,5.044000000000050221e+00
2.000000000000000000e+00,1.100000000000000000e+01,4.864000000000157087e+00
3.000000000000000000e+00,1.500000000000000000e+00,4.151999999999943292e+00
3.000000000000000000e+00,5.000000000000000000e+00,4.371999999999911068e+00
3.000000000000000000e+00,8.000000000000000000e+00,4.168000000000017025e+00
3.000000000000000000e+00,1.100000000000000000e+01,4.024000000000125254e+00
4.000000000000000000e+00,1.500000000000000000e+00,3.575999999999964096e+00
4.000000000000000000e+00,5.000000000000000000e+00,3.735999999999886967e+00
4.000000000000000000e+00,8.000000000000000000e+00,3.627999999999996561e+00
4.000000000000000000e+00,1.100000000000000000e+01,3.520000000000106155e+00
