-3.000000000000000000e+00,3.673940397442059375e-16,3.000000000000000000e+00,-3.673940397442059375e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,9.638554216867506463e-02,3.000000000000000000e+00,9.638554216867434299e-02,0.000000000000000000e+00,9.638554216867470381e-02,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,1.927710843373497684e-01,3.000000000000000000e+00,1.927710843373490468e-01,0.000000000000000000e+00,1.927710843373494076e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,2.891566265060245278e-01,3.000000000000000000e+00,2.891566265060237506e-01,0.000000000000000000e+00,2.891566265060241392e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,3.855421686746992038e-01,3.000000000000000000e+00,3.855421686746984267e-01,0.000000000000000000e+00,3.855421686746988152e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,4.819277108433738799e-01,3.000000000000000000e+00,4.819277108433731027e-01,0.000000000000000000e+00,4.819277108433734913e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,5.783132530120486114e-01,3.000000000000000000e+00,5.783132530120479453e-01,0.000000000000000000e+00,5.783132530120482784e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,6.746987951807232875e-01,3.000000000000000000e+00,6.746987951807226214e-01,0.000000000000000000e+00,6.746987951807229544e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,7.710843373493979636e-01,3.000000000000000000e+00,7.710843373493972974e-01,0.000000000000000000e+00,7.710843373493976305e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,8.674698795180726396e-01,3.000000000000000000e+00,8.674698795180719735e-01,0.000000000000000000e+00,8.674698795180723065e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,9.638554216867473157e-01,3.000000000000000000e+00,9.638554216867466495e-01,0.000000000000000000e+00,9.638554216867469826e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,1.060240963855422214e+00,3.000000000000000000e+00,1.060240963855421326e+00,0.000000000000000000e+00,1.060240963855421770e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,1.156626506024097001e+00,3.000000000000000000e+00,1.156626506024096113e+00,0.000000000000000000e+00,1.156626506024096557e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,1.253012048192771566e+00,3.000000000000000000e+00,1.253012048192770678e+00,0.000000000000000000e+00,1.253012048192771122e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,1.349397590361446353e+00,3.000000000000000000e+00,1.349397590361445465e+00,0.000000000000000000e+00,1.349397590361445909e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,1.445783132530120918e+00,3.000000000000000000e+00,1.445783132530120030e+00,0.000000000000000000e+00,1.445783132530120474e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,1.542168674698795705e+00,3.000000000000000000e+00,1.542168674698794817e+00,0.000000000000000000e+00,1.542168674698795261e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,1.638554216867470492e+00,3.000000000000000000e+00,1.638554216867469604e+00,0.000000000000000000e+00,1.638554216867470048e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,1.734939759036145057e+00,3.000000000000000000e+00,1.734939759036144169e+00,0.000000000000000000e+00,1.734939759036144613e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,1.831325301204819844e+00,3.000000000000000000e+00,1.831325301204818956e+00,0.000000000000000000e+00,1.831325301204819400e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,1.927710843373494409e+00,3.000000000000000000e+00,1.927710843373493521e+00,0.000000000000000000e+00,1.927710843373493965e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,2.024096385542169418e+00,3.000000000000000000e+00,2.024096385542168530e+00,0.000000000000000000e+00,2.024096385542168974e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,2.120481927710843983e+00,3.000000000000000000e+00,2.120481927710843095e+00,0.000000000000000000e+00,2.120481927710843539e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,2.216867469879518548e+00,3.000000000000000000e+00,2.216867469879517660e+00,0.000000000000000000e+00,2.216867469879518104e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,2.313253012048193558e+00,3.000000000000000000e+00,2.313253012048192669e+00,0.000000000000000000e+00,2.313253012048193114e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,2.409638554216868123e+00,3.000000000000000000e+00,2.409638554216867234e+00,0.000000000000000000e+00,2.409638554216867679e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,2.506024096385542688e+00,3.000000000000000000e+00,2.506024096385541799e+00,0.000000000000000000e+00,2.506024096385542244e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000000e+00,2.602409638554217253e+00,3.000000000000000000e+00,2.602409638554216365e+00,0.000000000000000000e+00,2.602409638554216809e+00,0.000000000000000000e+00,0.000000000000000000e+00
