0.000000000000000000e+00,1.500000000000000000e+00,9.600000000000000200e-02
0.000000000000000000e+00,1.500000000000000000e+00,1.920000000000000040e-01
0.000000000000000000e+00,1.500000000000000000e+00,2.880000000000000338e-01
0.000000000000000000e+00,1.500000000000000000e+00,3.840000000000000080e-01
0.000000000000000000e+00,1.500000000000000000e+00,4.799999999999999822e-01
0.000000000000000000e+00,1.500000000000000000e+00,5.759999999999999565e-01
0.000000000000000000e+00,1.500000000000000000e+00,6.719999999999999307e-01
0.000000000000000000e+00,1.500000000000000000e+00,7.679999999999999050e-01
0.000000000000000000e+00,1.500000000000000000e+00,8.639999999999998792e-01
0.000000000000000000e+00,1.500000000000000000e+00,9.599999999999998535e-01
0.000000000000000000e+00,1.500000000000000000e+00,1.055999999999999828e+00
0.000000000000000000e+00,1.500000000000000000e+00,1.151999999999999913e+00
0.000000000000000000e+00,1.500000000000000000e+00,1.247999999999999998e+00
0.000000000000000000e+00,1.500000000000000000e+00,1.344000000000000083e+00
0.000000000000000000e+00,1.500000000000000000e+00,1.440000000000000169e+00
0.000000000000000000e+00,1.500000000000000000e+00,1.536000000000000254e+00
0.000000000000000000e+00,1.500000000000000000e+00,1.632000000000000339e+00
0.000000000000000000e+00,1.500000000000000000e+00,1.728000000000000425e+00
0.000000000000000000e+00,1.500000000000000000e+00,1.824000000000000510e+00
0.000000000000000000e+00,1.500000000000000000e+00,1.920000000000000595e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.016000000000000458e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.112000000000000544e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.208000000000000629e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.304000000000000714e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.400000000000000799e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.496000000000000885e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.592000000000000970e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.688000000000001055e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.784000000000001140e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.880000000000001226e+00
0.000000000000000000e+00,1.500000000000000000e+00,2.976000000000001311e+00
0.000000000000000000e+00,1.500000000000000000e+00,3.072000000000001396e+00
0.000000000000000000e+00,1.500000000000000000e+00,3.168000000000001481e+00
0.000000000000000000e+00,1.500000000000000000e+00,3.264000000000001567e+00
0.000000000000000000e+00,1.500000000000000000e+00,3.360000000000001652e+00
0.000000000000000000e+00,1.500000000000000000e+00,3.456000000000001737e+00
0.000000000000000000e+00,1.500000000000000000e+00,3.552000000000001823e+00
0.000000000000000000e+00,1.500000000000000000e+00,3.648000000000001908e+00
0.000000000000000000e+00,1.500000000000000000e+00,3.744000000000001993e+00
0.000000000000000000e+00,1.500000000000000000e+00,3.840000000000002078e+00
